,title,rating,gross,votes,stars
4971,A Dog and Pony Show,PG,,75,4.2
4972,Death Race 4: Beyond Anarchy,R,,3123,5.2
4973,The Predator,R,51024708,110085,5.4
4974,Leave No Trace,PG,6046104,44091,7.2
4975,Iron Dream,PG-13,,,
4976,The Neighbor,R,,3450,5
4977,Atlanta Vampire Movie,R,,,
4978,Brian Banks,PG-13,4316216,2636,7.1
4979,The House That Jack Built,R,87008,51459,6.8
4980,The Death and Life of John F. Donovan,R,131955,4430,6.1
4981,Bad Publicity,PG,,,
4982,He's Out There,R,,6152,5.2
4983,The Nightingale,R,392573,14965,7.3
4984,The Darkest Minds,PG-13,12695691,26437,5.7
4985,Forever My Girl,PG,16376066,13270,6.7
4986,Fantastic Beasts: The Crimes of Grindelwald,PG-13,159555901,202706,6.6
4987,The Vanishing,R,,12331,5.8
4988,The Ultimate Rally,PG-13,,46,7.8
4989,Cómplices,PG-13,,141,4.6
4990,Always at The Carlyle,PG-13,174251,363,6.2
4991,Avengers: Infinity War,PG-13,678815482,775915,8.5
4992,Replicas,PG-13,4046429,27602,5.5
4993,Elliot the Littlest Reindeer,PG,,616,5
4994,Affairs of State,R,,721,4.5
4995,Chimera Strain,R,,1955,5.4
4996,Widows,R,42402632,80302,6.9
4997,Tiger,PG-13,,372,4.8
4998,The Witness,R,,25,6.8
4999,Alpha,PG-13,35851379,50201,6.7
5000,Seven in Heaven,PG-13,,1880,5.3
5001,Union,PG-13,13592,92,3.9
5002,Love Jacked,PG-13,,902,5.8
5003,Tau,R,,24351,5.8
5004,Luis and the Aliens,PG,154170,1858,6
5005,Slice,R,,2501,4.5
5006,Supercon,R,,719,3.6
5007,American Woman,R,236637,3876,6.8
5008,Fifty Shades Freed,R,100407760,51428,4.5
5009,Giant Little Ones,R,181507,4477,7.2
5010,Maze Runner: The Death Cure,PG-13,58032443,104294,6.2
5011,Overlord,R,21704844,76774,6.6
5012,Robin Hood,PG-13,30824628,58686,5.3
5013,White Boy Rick,R,24011188,23126,6.4
5014,Mile 22,R,36108758,60532,6.1
5015,Christopher Robin,PG,99215042,64117,7.3
5016,Behind the Walls,R,,220,3
5017,Can You Ever Forgive Me?,R,8803865,42882,7.1
5018,The Catcher Was a Spy,R,712438,6666,6.2
5019,Peterloo,PG-13,151971,3423,6.4
5020,Spider-Man: Into the Spider-Verse,PG,190241310,318573,8.4
5021,Braid,R,,2367,5.3
5022,Beirut,R,5019226,17569,6.4
5023,Lords of Chaos,R,253184,10821,6.5
5024,On the Basis of Sex,PG-13,24622687,20754,7
5025,The Seagull,PG-13,1252960,2786,5.7
5026,The Con is On,R,,4687,4.2
5027,Bumblebee,PG-13,127195589,125392,6.8
5028,Early Man,PG,8267544,18145,6.1
5029,The Long Dumb Road,R,4667,1816,6
5030,Half Magic,R,,1102,4.6
5031,A Champion Heart,G,,233,5.3
5032,Da hong zha,R,,3293,3.2
5033,Unfriended: Dark Web,R,8783985,19668,5.9
5034,The Storyteller,G,,455,7
5035,The Meg,PG-13,143005856,135945,5.7
5036,Pickings,R,,890,5.2
5037,Midnight Sun,PG-13,9561064,20685,6.6
5038, Neighbours,R,,,
5039,La boda de Valentina,R,2783739,569,4.7
5040,Armed,R,,394,3.3
5041,High Life,R,1225852,24069,5.8
5042,Papa,R,,32,6.9
5043,Mia and the White Lion,PG,399471,3651,6.5
5044,Dumplin',PG-13,,25849,6.6
5045,Jurassic World: Fallen Kingdom,PG-13,417719760,248468,6.2
5046,Girl Trip,R,,,
5047,Breaking Brooklyn,PG-13,,159,5.1
5048,Mission: Impossible - Fallout,PG-13,220159104,272723,7.7
5049,Aquarela,PG,192970,979,6.6
5050,Amazing Grace,G,4446414,3081,7.5
5051,Duck Duck Goose,PG,,2937,5.7
5052,The Command,PG-13,,13447,6.6
5053,Everybody Knows,R,2660165,26298,6.9
5054,At Your Own Risk,PG-13,,99,5.1
5055,The Sisters Brothers,R,3143056,47746,7
5056,211,R,,6418,4.4
5057,Braven,R,,25359,6
5058,The Actor,R,,80,5.8
5059,Change in the Air,PG,,404,5.4
5060,Mary Poppins Returns,PG,171958438,71153,6.7
5061,Frat Pack,R,,351,3.8
5062,Sicario: Day of the Soldado,R,50072235,115413,7.1
5063,Sometimes Always Never,PG-13,,1392,6.2
5064,The Favourite,R,34366783,158110,7.5
5065,Wildling,R,,11060,5.5
5066,The News,PG-13,,,
5067,Ant-Man and the Wasp,PG-13,216648740,287423,7.1
5068,Isle of Dogs,PG-13,32015231,128574,7.9
5069,Warning Shot,R,,1058,5.1
5070,Wild Rose,R,1635117,8232,7.2
5071,Peter Rabbit,PG,115253424,33129,6.6
5072,Monsters at Large,PG,,265,5.3
5073,Backstabbing for Beginners,R,,3998,6.2
5074,Lizzie,R,642157,5634,5.8
5075,Ocean's 8,PG-13,140218711,169954,6.2
5076,"Love, Simon",PG-13,40826341,91552,7.6
5077,Wild Nights with Emily,PG-13,519487,665,6
5078,Hens Night,R,,287,3.2
5079,The Girl in the Spider's Web,R,14841338,37380,6.1
5080,Billionaire Boys Club,R,,9703,5.6
5081,Operation Finale,PG-13,17612099,28189,6.6
5082,Kickboxer: Retaliation,R,4537,4193,5
5083,Fortune Defies Death,R,,1043,7.5
5084,A.I. Rising,R,,8102,5.7
5085,Hotel Transylvania 3: Summer Vacation,PG,167510016,51728,6.3
5086,Blood Brother,R,,658,4.3
5087,Final Score,R,,8709,5.7
5088,Step Sisters,PG-13,,3749,5.4
5089,Generation Wealth,R,237709,3421,6.6
5090,Furlough,R,,1321,5.5
5091,Little Bitches,R,,654,3.9
5092,Crepitus,R,,115,3.4
5093,In Like Flynn,R,26646175,743,5.1
5094,Never Look Away,R,1304042,12235,7.7
5095,Sgt. Stubby: An American Hero,PG,3140677,1748,6.8
5096,Burden,R,,381,6.2
5097,Age Out,PG-13,,468,6
5098,The Hurricane Heist,PG-13,6115825,17716,5.1
5099,Mary Magdalene,R,123161,7814,5.8
5100,The Ninth Passenger,R,,590,3
5101,The Extraordinary Journey of the Fakir,PG-13,,5580,6.9
5102,The Miracle Season,PG,10225770,4164,6.5
5103,Saint Judy,PG-13,78498,811,6
5104,Colette,R,5137622,17417,6.7
5105,The Etruscan Smile,R,,856,6.7
5106,Jeremiah Terminator LeRoy,R,,1506,5.4
5107,The White Crow,R,1828784,4274,6.5
5108,Hotel Mumbai,R,9651611,46262,7.6
5109,Deadpool 2,R,324591735,450964,7.7
5110,Attrition,R,,691,4.2
5111,7 Days in Entebbe,PG-13,3189220,12788,5.8
5112,Contract to Kill,R,,1425,3.4
5113,Swinging Safari,R,,1957,5.5
5114,The Little Mermaid,PG,7147175,7598,4.2
5115,Border,R,771930,21096,7
5116,Gone Are The Days,R,,841,5.1
5117,Hope Springs Eternal,PG,,419,4.7
5118,The Nutcracker and the Four Realms,PG,54858851,26073,5.5
5119,Private Life,R,,13672,7.2
5120,Pachamama,PG,,551,6.7
5121,Stuck,PG-13,,84,6.1
5122,The Hate U Give,PG-13,29719483,25803,7.4
5123,SheChotic,R,,81,2.7
5124,The Domestics,R,,7996,5.7
5125,Driven,R,,3933,6.3
5126,"Rock, Paper, Scissors",R,,7,3.9
5127,Deadman Standing,R,,203,4.8
5128,"Juliet, Naked",R,3444895,16673,6.6
5129,Tully,R,9227130,48978,7
5130,Mid90s,R,7362439,40629,7.4
5131,Spinning Man,R,,8717,5.6
5132,Life of the Party,PG-13,52856061,30955,5.6
5133,Black Water,R,,4187,4.8
5134,Sounds Like Love,G,,,
5135,Social Animals,R,,1506,5.2
5136,Beautifully Broken,PG-13,1207813,349,5.6
5137,Viking Destiny,R,,887,4.2
5138,Goosebumps 2: Haunted Halloween,PG,46700633,15863,5.6
5139,Traffik,R,9186156,17702,6
5140,An L.A. Minute,R,5004,68,5.4
5141,Boundaries,R,703438,1983,5.1
5142,Selfie from Hell,R,,1212,3
5143,Primal Rage: The Legend of Konga,R,,2611,4.8
5144,Sorry to Bother You,R,17493096,54564,6.9
5145,Slender Man,PG-13,30569484,24268,3.2
5146,Ophelia,PG-13,50722,6153,6.6
5147,Show Dogs,PG,17744685,3934,3.7
5148,Dirt,PG-13,,1044,6.2
5149,Under the Silver Lake,R,46083,28615,6.5
5150,Status Update,PG-13,,3637,5.7
5151,God Bless the Broken Road,PG,2846257,814,5.5
5152,A-X-L,PG,6501381,9109,5.3
5153,Castle of the Dancing Fools,G,,10,7.2
5154,The Aspern Papers,R,,481,4.6
5155,Welcome the Stranger,R,,1268,4.7
5156,Old Boys,G,,876,6.1
5157,Insidious: The Last Key,PG-13,67745330,49030,5.7
5158,The Possession of Hannah Grace,R,14837422,16365,5.2
5159,Future World,R,,5096,3.2
5160,Whitney,R,3026351,6050,7.3
5161,Marnies Welt,PG,,639,5.6
5162,Skyscraper,PG-13,68420120,97202,5.8
5163,King of Thieves,R,,10604,5.5
5164,Butterfly Kisses,G,,694,5.8
5165,The Nun,R,117450119,108862,5.3
5166,Ice Princess Lily,PG,,132,4.9
5167,Hotel Artemis,R,6708147,39368,6.1
5168,Head Full of Honey,PG-13,12350,1298,4.6
5169,The Tower,PG,,330,7.2
5170,Ralph Breaks the Internet,PG,201091711,119570,7.1
5171,Sanky Panky 3,PG-13,,83,7.1
5172,Napszállta,R,164906,3276,6.4
5173,Belong to Us,PG-13,,85,5.4
5174,Damsel,R,305136,3163,5.5
5175,Anna Karenina,R,,,
5176,I Am Vengeance,R,,1068,4.3
5177,House of Demons,R,,442,3.3
5178,The Good Die Young,R,,14,6.3
5179,Wildlife,PG-13,1028993,20353,6.8
5180,"Me, Myself, & Them",PG-13,,,
5181,Vox Lux,R,727119,14693,5.9
5182,Life Itself,R,4102648,14778,6.8
5183,The Manor,R,,178,3
5184,Tony Baker's Scaredy Cat,PG-13,,12,8.5
5185,Zoe,R,,6900,6.1
5186,All the Devil's Men,R,,2005,5.1
5187,Kin,PG-13,5718096,12475,5.8
5188,Dystopia,R,,263,3.6
5189,Bathtubs Over Broadway,PG-13,,734,7.5
5190,Untogether,R,,1106,5.2
5191,Skin,R,,13588,7.1
5192,La enfermedad del domingo,PG-13,,2646,6.9
5193,Small Group,PG-13,,167,8.5
5194,Tyler Perry's Acrimony,R,43549096,7395,5.8
5195,Kinky,R,,154,3
5196,Blue Night,R,13337,1125,4.4
5197,Imprisoned,R,,109,5.1
5198,Compton's Finest,R,,5,6.8
5199,Little Forest,PG-13,,1459,7.1
5200,Looking Glass,R,,5029,4.6
5201,Tremors: A Cold Day in Hell,PG-13,,4179,5
5202,Point of no Return,R,,123,3.9
5203,Tomboy,G,,122,5.4
5204,Isabelle,R,,887,4.3
5205,The Ride,PG-13,,101,5.3
5206,Cover Versions,R,,553,5.4
5207,Asher,R,,2237,5.4
5208,The First Purge,R,69488745,49910,5.2
5209,The Black String,R,,543,5.4
5210,Distorted,R,,4706,4.9
5211,"Alonso, the Dream and the Call",PG,,,
5212,Roma,R,,130592,7.7
5213,Wheely,PG,,495,4.1
5214,The Delinquent Season,R,,1116,6.3
5215,I Think We're Alone Now,R,,6895,5.7
5216,Beast of Burden,R,,2457,3.6
5217,Smallfoot,PG,83240103,30655,6.6
5218,Canal Street,PG-13,251917,247,4.4
5219,Strings,PG,,63,5.9
5220,The Executioners,R,,498,3.8
5221,Assassination Nation,R,1959204,12997,5.9
5222,The Samuel Project,PG-13,161565,93,8
5223,A Vigilante,R,,5631,5.6
5224,Surviving the Wild,PG-13,,177,5.6
5225,American Animals,R,2856954,35277,7
5226,Boarding School,R,,2688,5.8
5227,Accident Man,R,,6854,6.2
5228,Cinderella and the Secret Prince,PG,,592,5.1
5229,"Ruben Brandt, Collector",R,117963,5195,7.5
5230,The Barbershop,PG-13,,,
5231,Ricordi?,PG,,625,6.8
5232,Vice,R,47836282,108163,7.2
5233,Holly Star,PG,,318,5.1
5234,Family,R,121545,1692,6.3
5235,"Don't Worry, He Won't Get Far on Foot",R,1441705,19714,6.9
5236,UFO,PG-13,,8478,6.2
5237,Matriarch,R,,2851,5.4
5238,Perfect Skin,R,,629,5.1
5239,Adrift,PG-13,31445012,41901,6.6
5240,Taco Shop,PG-13,,136,4
5241,Intrigo: Death of an Author,R,,448,5.7
5242,Anne,R,,438,4.4
5243,Creed II,PG-13,115715889,96462,7.1
5244,The Grizzlies,R,,799,7.5
5245,The Song of Sway Lake,R,,396,6
5246,Viper Club,R,59130,487,5.5
5247,Absolute Debauchery,R,,,
5248,Constantine: City of Demons,R,,4496,7.6
5249,The Ballad of Buster Scruggs,R,,110271,7.3
5250,Fast Color,PG-13,76916,3530,6
5251,Little Woods,R,150010,2008,6.1
5252,Proud Mary,R,20868638,8253,4.9
5253,Killer Unicorn,PG-13,33901,133,2.8
5254,Free Dance,PG,,567,6.3
5255,Bethany Hamilton: Unstoppable,PG,588864,411,7.4
5256,Blaze,R,69114,2421,6.6
5257,I Can Only Imagine,PG,83482352,13281,7.3
5258,Nostalgia,R,114603,962,5.5
5259,Stockholm,R,300000,8836,6.1
5260,Teen Spirit,PG-13,441366,6820,6.1
5261,Dragged Across Concrete,R,,32053,7
5262,Siberia,R,,10968,4.3
5263,Little Women,PG-13,1379357,1018,5.1
5264,Action Point,R,5059608,9055,5.1
5265,Upgrade,R,11977130,137068,7.5
5266,McQueen,R,1257275,5894,7.8
5267,Indivisible,PG-13,3511417,1011,5.7
5268,Escape Plan 2: Hades,R,,25997,3.8
5269,Piercing,R,15856,5378,5.6
5270,An Evening with Beverly Luff Linn,R,5212,3254,5.7
5271,The Quake,PG-13,6235,8382,6.2
5272,Night Hunter,R,,10966,5.9
5273,Cold War,R,4572545,43948,7.6
5274,BLINK,R,,61,4.4
5275,Being Frank,R,67343,929,5.9
5276,Reprisal,R,,5320,4.2
5277,A Husband's Lethal Intentions,PG-13,,,
5278,Most Likely to Murder,R,,869,5.1
5279,The Silent Revolution,PG,,3149,7.5
5280,102 Not Out,PG,1339909,5965,7.4
5281,Rust Creek,R,,4839,5.8
5282,Sam Did It,R,,28,7.8
5283,Beloved Beast,R,,153,3.1
5284,Aliens Ate My Homework,PG,,1084,4.6
5285,Bad Times at the El Royale,R,17839115,119129,7.1
5286,Torch,PG-13,,25,3.7
5287,A Quiet Place,PG-13,188024361,381093,7.5
5288,God's Not Dead: A Light in Darkness,PG,5728940,3150,4.5
5289,Breakthrough,PG,,,
5290,What They Had,R,260065,2943,6.6
5291,The Spy Who Dumped Me,R,33562069,63006,6
5292,Outlaw King,R,,54746,6.9
5293,Acts of Violence,R,,9221,5.3
5294,Ladies in Black,PG,,4722,6.7
5295,Maya the Bee: The Honey Games,G,,688,5.6
5296,The Field Guide to Evil,R,,1372,4.9
5297,Première année,PG,,1692,6.7
5298,Baja,PG-13,,210,4.6
5299,The Riot Act,PG-13,74253,204,4.4
5300,The Guilty,R,207140,37813,7.5
5301,Speed Kills,R,,2242,4.2
5302,Happy as Lazzaro,PG-13,,12814,7.6
5303,Only One Day in Berlin,PG-13,,20,5.3
5304,Time Freak,PG-13,10003,5894,5.8
5305,American Dreamer,R,,545,6
5306,Truth or Dare,PG-13,41411015,42512,5.2
5307,Occupation,R,,11214,5.1
5308,Night School,PG-13,77339130,31040,5.6
5309,The Padre,R,,1244,5.8
5310,I Feel Pretty,PG-13,48795601,45644,5.5
5311,The 15:17 to Paris,PG-13,36250957,26942,5.2
5312,Arctic,PG-13,2410795,37906,6.8
5313,Welcome Home,R,,5093,5.2
5314,Peppermint,R,35418723,47204,6.5
5315,Elizabeth Harvest,R,,5416,5.7
5316,Book Club,PG-13,68566296,23273,6.1
5317,Support the Girls,R,129124,5952,6.4
5318,The Little Stranger,R,713143,7009,5.5
5319,The Professor,R,,19022,6.7
5320,The Hummingbird Project,R,370949,9815,6.2
5321,A Kid Like Jake,R,44824,2683,5.3
5322,I Lost My Wife!,PG-13,,,
5323,Mirai,PG,812794,10645,7
5324,Gloria Bell,R,5611123,8174,6.3
5325,A Boy. A Girl. A Dream.,R,100552,359,4.7
5326,Slaughterhouse Rulez,R,4665,8719,5.2
5327,Nothing to Lose,PG,1003497,22814,5.5
5328,Mamma Mia! Here We Go Again,PG-13,120634935,72377,6.7
5329,Pope Francis: A Man of His Word,PG,1823465,1777,6.1
5330,Johnny English Strikes Again,PG,4412170,57525,6.2
5331,Puzzle,R,2032018,5375,6.7
5332,Born Racer,R,,151,5.7
5333,At Eternity's Gate,PG-13,2294915,24750,6.9
5334,Parked,PG-13,,,
5335,Samson,PG-13,4719928,3986,4.4
5336,The Kindergarten Teacher,R,,11825,6.7
5337,Little Italy,R,990230,8687,5.7
5338,Segfault,R,,965,6.7
5339,Green Book,PG-13,85080171,323410,8.2
5340,Snake Outta Compton,R,,416,2.8
5341,Destination Wedding,R,,22270,6
5342,My 3 Boys,PG-13,,6,8.8
5343,Boy Erased,R,6788692,27659,6.9
5344,Eighth Grade,R,13539709,56551,7.4
5345,The Iron Orchard,R,204881,198,5.5
5346,Gangsters,R,,18,6.8
5347,Honey: Rise Up and Dance,PG-13,,595,5.2
5348,Every Day,PG-13,6102076,16847,6.4
5349,The Wolf Catcher,R,,43,3.3
5350,A Simple Favor,R,53548586,113465,6.8
5351,An Acceptable Loss,R,32427,962,5.2
5352,What Keeps You Alive,R,,4772,5.7
5353,The Front Runner,R,2000105,10037,6.1
5354,Deep Blue Sea 2,R,,5193,3.3
5355,Donnybrook,R,26284,1465,5.3
5356,Sunset in My Hometown,PG-13,,195,6
5357,To Dust,R,184495,803,5.8
5358,If Beale Street Could Talk,R,14915773,37169,7.1
5359,Destroyer,R,1533324,22590,6.2
5360,Breaking In,PG-13,46383120,12743,5.4
5361,Intruder,PG-13,,,
5362,Science Fair,PG,276195,456,7.5
5363,Unsane,R,7732899,37319,6.4
5364,Hearts Beat Loud,PG-13,2386251,8634,6.9
5365,Suicide Squad: Hell to Pay,R,,9863,7
5366,Batman: Gotham by Gaslight,R,,12412,6.7
5367,The Death of Superman,PG-13,,11985,7.3
5368,Dilili in Paris,PG,,702,7
5369,Desperate Ladies Act Desperately (2018),PG-13,,71,2.7
5370,PawParazzi,G,,45,4.1
5371,Sk8 Dawg,G,,32,3.8
5372,Andromeda,R,,12,5.8
5373,"Cyrano, My Love",R,,1739,7.4
5374,Pad Man,PG-13,1662927,19059,7.9
5375,Pistachio,G,,156,5.3
5376,The Fall of the American Empire,R,2178460,2292,6.9
5377,The Cleanse,R,,,
5378,The Honor List,PG-13,,525,5.4
5379,Blindspotting,R,4333394,23398,7.4
5380,Bird of Prey,G,,32,8.6
5381,Double Lives,R,704919,3602,6.5
5382,Say My Name,R,,230,5.4
5383,I Am My Own Laboratory,PG-13,,,
5384,Fuel Your Health,PG,,,
5385,22 July,R,,24862,6.8
5386,6th Floor: Expanding Possibility,PG,,,
5387,Between Worlds,R,,4356,4.4
5388,Fronteras,R,,196,4.2
5389,BROS. On The Rocks,R,,2666,6.7
5390,Maine,R,,389,4.9
5391,Pup Star: World Tour,G,,154,4.2
5392,Skin,R,,3378,7.1
5393,Uncle Drew,PG-13,42469946,11410,5.7
5394,The Scorpion King: Book of Souls,PG-13,,2009,4.6
5395,Unbroken: Path to Redemption,PG-13,6216488,2102,5.8
5396,BlacKkKlansman,R,49275340,191237,7.5
5397,Nightmare Cinema,R,,3070,5.5
5398,My Perfect Romance,PG,,2154,4.6
5399,Dog Days,PG,6809080,3723,6.2
5400,El Chicano,R,1394555,915,5.3
5401,The Escape Of Prisoner 614,PG-13,,766,4.6
5402,A.R.C.H.I.E. 2,PG,,41,5
5403,"Paul, Apostle of Christ",PG-13,17560475,6806,6.6
5404,Instant Family,PG-13,67363237,72236,7.3
5405,Yesterday,PG-13,,,
5406,Time's Up,PG-13,,,
5407,Vanished,PG-13,,22,3.5
5408,Teen Titans Go! To the Movies,PG,29562341,15238,6.8
5409,Pressure,PG-13,,,
5410,The Climb,G,,53,7.2
5411,Batman Ninja,PG-13,,16280,5.6
5412,Nekrotronic,R,,1761,5.5
5413,Benjamin,R,,736,6.8
5414,Wishin' and Hopin',G,,,
5415,Delilah,G,,,
5416,The Festival,R,,4915,5.9
5417,The Oath,R,401463,3674,5.4
5418,In Fabric,R,,6619,6.3
5419,Silencio,R,,231,4.9
5420,Jimbo,R,,29,5.2
5421,Amanda,G,,1667,7
5422,Bisbee '17,PG,117470,507,6.6
5423,Bad Reputation,R,148568,792,7.3
5424,All About Nina,R,100335,1759,6
5425,In Safe Hands,G,1737,1314,7.3
5426,Always & 4Ever,PG-13,,36,7.5
5427,Ben Is Back,R,3703184,16315,6.7
5428,Skate Kitchen,R,236799,3029,6.8
5429,Bernie The Dolphin,G,,419,5.2
5430,Aniara,R,40124,4543,6.2
5431,Red Joan,R,1578985,7932,6.3
5432,The Legend of Hallowaiian,PG,451,242,5.7
5433,Zoo,PG,,1173,5.4
5434,The Drive In,R,,,
5435,My Side Piece Hit the Lotto,R,,,
5436,Float Like a Butterfly,PG,,205,5.6
5437,Honor Up,R,,236,2.6
5438,The Wedding Guest,R,380311,3216,5.7
5439,La quietud,R,,691,6.1
5440,Three Identical Strangers,PG-13,12320845,21814,7.7
5441,The Marine 6: Close Quarters,R,,1064,4.9
5442,Searching,PG-13,26020957,125214,7.6
5443,Millenniums,R,,54,6.2
5444,Bird Karma,G,,393,5.7
5445, Millenniums,R,,,
5446, Millenniums,R,,,
5447, Millenniums,R,,,
5448, Millenniums,R,,,
5449, Millenniums,R,,,
5450, Millenniums,R,,,
5451,We the Animals,R,400961,3487,6.9
5452,Won't You Be My Neighbor?,PG-13,22835787,21130,8.4
5453,Daphne & Velma,G,,1359,4.2
5454,Monsters and Men,R,500101,1647,5.7
5455,RBG,PG,14017361,9874,7.5
5456,Never Goin' Back,R,61271,2169,6
5457,Soorma,PG-13,390077,4176,7.4
5458,SuperFly,R,20545116,5752,5.1
5459,El pacto,R,2488,926,5.3
5460,The Third Wife,R,84933,1433,6.7
5461,Best F(r)iends Volume Two,R,,757,5.1
5462,All in the Mind,PG,,,
5463,Slut in a Good Way,R,40513,455,6.7
5464,My Hero Academia: Two Heroes,PG-13,5754556,5160,7.6
5465,Trek: The Movie,PG,,91,5.6
5466,Detective Chinatown 2,R,1983984,1556,6
5467,Banana Split,R,,676,6.1
5468,Dovlatov,PG-13,,1616,6.4
5469,Ready Set Blahe,PG-13,,,
5470,Free Solo,PG-13,17541090,48254,8.2
5471,Euforia,R,,874,6.5
5472,Hereditary,R,44069456,209054,7.3
5473,Svinhery,R,,313,5.4
5474,Peixonauta: O Filme,G,,31,5.5
5475,Danger Lake,G,,,
5476,May I Be at Peace,PG-13,,35,4.7
5477, Hidden Heroes,PG,,,
5478,The Bouncer,R,,4311,5.9
5479,Trico Tri Happy Halloween,PG-13,,195,3.7
5480,Crooked,PG-13,,,
5481,La prière,PG-13,,899,6.8
5482,The World Before Your Feet,PG-13,265331,496,7.6
5483,Pandas,G,2892597,458,7.4
5484,End of the World Rocks,PG-13,,,
5485,Get Big,G,,,
5486,Lake Placid: Legacy,R,,1701,3.5
5487, Fox News at Night with Shannon Bream,G,,,
5488,Cats,PG,,691,4.9
5489,Expedition Congo,G,,,
5490,Marriage Material,PG-13,,23,8
5491,They Shall Not Grow Old,R,17956913,25180,8.3
5492,Norm of the North: Keys to the Kingdom,PG,,618,3
5493,DJ Paimon: 100%,G,,,
5494,The Oscar Nominated Short Films 2018: Live Action,R,3508777,199,7.8
5495,Birdie,PG,,48,6.8
5496,Her Smell,R,255599,4027,6.2
5497,The Lie,R,,65,6.1
5498," Goede tijden, slechte tijden",R,,,
5499,Prospect,R,,16327,6.2
5500,This One's for the Ladies,NC-17,13688,118,4.8
5501,Ya veremos,PG-13,4165949,586,5.7
5502,Hibiscus & Ruthless,PG-13,,135,5.5
5503,The Mule,R,103804407,96588,7
5504,Dragon Ball Super: Broly,PG,30712119,20673,7.9
5505,Till The End Of The World,PG-13,118352,270,6.7
5506, Hidden Heroes,PG,,,
5507,The Swan Princess: A Royal Myztery,PG,,95,4.9
5508,The Rebel,R,,,
5509,Funny Pets 2,G,,77,6.5
5510,The Game,R,,,
5511, From Beyond,R,,12,7.2
5512, From Beyond,R,,12,7.7
5513,Tudor Tales: Queen Elizabeth I,G,,,
5514,Game Station,PG,,5,8.6
5515,Train,G,,8,7.1
5516,Skin Deep,R,,,
5517,Texas Cotton,PG-13,,186,5
5518,Bilby,G,,695,7.4
5519,Discover Arts: Hitler vs Picasso,G,,153,6.8
5520,Chasing Miracles: The Making of the US Men's Olympic Hockey Team,PG,,,
5521,Survive The Hollow Shoals,R,,221,5.2
5522,Surfer: Teen Confronts Fear,PG,,56,4.2
5523,"Garabandal, solo Dios lo sabe",PG-13,,109,5.7
5524,Paws P.I.,PG,,197,7.3
5525,Path of Blood,R,,457,6.9
5526,Dirt Merchants: Rebelistic,PG-13,,,
5527,The Row,R,,1154,3.3
5528,Shoplifters,R,3313513,52664,8
5529,Bao,G,,20052,7.5
5530,District,R,20000,35,5.5
5531, Hidden Heroes,PG,,,
5532, Hidden Heroes,PG,,,
5533,Be With You,PG-13,,3157,7.6
5534,Worlds Most Dangerous Paper Route,PG-13,,11,6.8
5535, Hidden Heroes,PG,,,
5536, Hidden Heroes,PG,,,
5537, Hidden Heroes,PG,,,
5538,Nobody's Fool,R,31713110,5682,4.8
5539, The Stepdaughters,PG,,,
5540, Hidden Heroes,PG,,,
5541, Hidden Heroes,PG,,,
5542,What a Man Wants,PG-13,,254,6.3
5543,The Time He Traveled,PG-13,,,
5544,The Weekend,R,,235,5.1
5545, Protectors Of The Earth,PG,,,
5546, Protectors Of The Earth,PG,,,
5547, Protectors Of The Earth,PG,,,
5548,Active Measures,PG-13,11953,7303,7.9
5549, On My Block,PG-13,,240,7.7
5550, On My Block,PG-13,,220,7.9
5551,Laughter Is Medicine,R,,9,3.9
5552,Leprechaun Returns,R,,2533,5
5553,Qué León,PG-13,2593029,288,6.2
5554,Alex & Me,G,,438,5.4
5555,I asked for an Apple but got a lemon,PG-13,,,
5556,Easy Money,R,,12,5.3
5557,Classic TV,R,,,
5558,Modest Heroes,PG,178027,1487,6.6
5559,Papi Chulo,R,84497,1004,6.4
5560,In Search of Greatness,PG-13,58090,292,6.6
5561,The Dip Run,R,,171,2.6
5562,The American South As We Know It,PG,,,
5563,Rosie,PG-13,5652,1091,7
5564, America's Newsroom,G,,,
5565,Girl,R,,10790,7.2
5566,Destierros,G,,,
5567,Animals,R,,,
5568,Capharnaüm,R,1661096,47431,8.4
5569,Red Forrest,R,,1331,7.3
5570,Be Prepared,G,,,
5571,Sea Change,PG-13,,9,5.3
5572, Trish Regan Primetime,R,,,
5573,Washington's War: General George Washington and the Revolutionary War,PG,,,
5574, Hidden Heroes,PG,,,
5575, Hidden Heroes,PG,,,
5576, Ang forever ko'y ikaw,G,,,
5577, Hidden Heroes,PG,,,
5578,Brain Engagement,PG-13,,,
5579,Okko's Inn,PG,134787,887,7
5580,Here and Now,R,,23,6.7
5581,Tej... I Love You,PG,,279,5.4
5582,Swipe,PG-13,,,
5583,Caregiver,R,,,
5584,Climax,R,804112,43624,7.1
5585,The Amendment,PG-13,,32,7
5586,Jacob,R,,25,9.5
5587,Carson,G,,,
5588,Great Barrier Reef,G,,19,7.9
5589,Deok-gu,PG-13,,136,6.7
5590,The Black Cloud Prophecy,PG-13,,19,8.1
5591,TMOTTGoGo Inside The Pocket: The Story of Go-Go Music's Magazine,PG-13,,,
5592,Poochie,PG-13,,,
5593,Tales from the Hood 2,R,,1463,4.4
5594,A Sors Akarata (Destiny's Will),R,,,
5595,American Chaos,R,12368,312,5.2
5596,#TheLateBatsby,G,,99,6
5597,The Wind,R,28252,5159,5.5
5598,Michael Patrick Kelly: Roundabouts,G,,,
5599,Cardi B: Be Careful,R,,18,5.1
5600, Hvite gutter,PG-13,,9,6.7
